08:12:26.421351,-1
08:12:26.448207,1
08:12:26.455461,1
08:12:26.480947,-1
08:12:26.522206,1
08:12:26.565962,1
08:12:26.609361,-1
08:12:26.645273,1
08:12:26.687003,1
08:12:26.725983,1
08:12:26.760772,1
08:12:26.796448,1
08:12:26.861075,1
08:12:26.920282,1
08:12:26.979457,1
08:12:27.057637,1
08:12:27.121819,1
08:12:27.157628,1
08:12:27.220015,1
08:12:27.305231,1
08:12:27.377151,1
08:12:27.403740,1
08:12:27.468624,1
08:12:27.524364,1
08:12:27.587639,1
08:12:27.648542,-1
08:12:27.707352,1
08:12:27.771012,1
08:12:27.829086,0
08:12:27.891602,-1
08:12:27.947849,-1
08:12:28.003337,-1
08:12:28.063143,-1
08:12:28.118438,1
08:12:28.179480,1
08:12:28.239829,1
08:12:28.305271,1
08:12:28.369522,1
08:12:28.424658,1
08:12:28.485204,1
08:12:28.543203,1
08:12:28.611763,-1
08:12:28.693029,1
08:12:28.729672,1
08:12:28.795097,1
08:12:28.845510,-1
08:12:28.913370,1
08:12:28.979706,1
08:12:29.029794,1
08:12:29.089956,1
08:12:29.143538,0
08:12:29.204293,-1
08:12:29.274217,-1
08:12:29.327766,-1
08:12:29.390697,1
08:12:29.446359,1
08:12:29.509332,0
08:12:29.568332,1
08:12:29.624468,0
08:12:29.692554,0
08:12:29.747677,-1
08:12:29.818537,0
08:12:29.874350,0
08:12:29.928528,0
08:12:29.995571,1
08:12:30.056006,1
08:12:30.116918,0
08:12:30.170217,1
08:12:30.224687,1
08:12:30.289532,1
08:12:30.358581,1
08:12:30.426004,1
08:12:30.473751,1
08:12:30.540748,1
08:12:30.591616,1
08:12:30.652341,0
08:12:30.727191,1
08:12:30.796402,1
08:12:30.851372,1
08:12:30.894265,1
08:12:30.959257,1
08:12:31.022354,1
08:12:31.083562,1
08:12:31.151870,1
08:12:31.198491,1
08:12:31.259601,0
08:12:31.326944,1
08:12:31.377092,1
08:12:31.443095,1
08:12:31.502436,1
08:12:31.560579,1
08:12:31.634641,1
08:12:31.683410,1
08:12:31.743818,1
08:12:31.792603,1
08:12:31.857047,1
08:12:31.924758,1
08:12:31.990340,1
08:12:32.055120,1
08:12:32.110977,1
08:12:32.162823,1
08:12:32.219928,1
08:12:32.288477,1
08:12:32.358278,1
08:12:32.401284,0
08:12:32.468755,1
08:12:32.519984,1
08:12:32.588339,1
08:12:32.652893,1
08:12:32.704442,1
08:12:32.776072,1
08:12:32.826013,1
08:12:32.892487,1
08:12:32.948657,1
08:12:33.008090,1
08:12:33.070543,1
08:12:33.124679,0
08:12:33.188520,1
08:12:33.244686,1
08:12:33.310447,1
08:12:33.370007,1
08:12:33.443034,1
08:12:33.506083,1
08:12:33.542141,1
08:12:33.605187,1
08:12:33.674543,1
08:12:33.738106,1
08:12:33.794590,1
08:12:33.844511,1
08:12:33.899173,1
08:12:33.970264,1
08:12:34.027793,1
08:12:34.092957,1
08:12:34.161121,1
08:12:34.212944,1
08:12:34.271043,1
08:12:34.333210,1
08:12:34.405040,1
08:12:34.446662,1
08:12:34.511038,1
08:12:34.573841,1
08:12:34.628711,1
08:12:34.691356,1
08:12:34.752567,1
08:12:34.823070,1
08:12:34.873758,1
08:12:34.947905,1
08:12:34.999977,1
08:12:35.054118,1
08:12:35.119105,1
08:12:35.176772,1
08:12:35.237068,1
08:12:35.293442,1
08:12:35.355499,1
08:12:35.415475,1
08:12:35.470281,1
08:12:35.549874,1
08:12:35.627791,1
08:12:35.656705,1
08:12:35.722368,1
08:12:35.771325,1
08:12:35.840374,1
08:12:35.889715,1
08:12:35.952555,1
08:12:36.022874,1
08:12:36.079554,1
08:12:36.147476,1
08:12:36.203204,0
08:12:36.288726,0
08:12:36.352749,0
08:12:36.373107,0
08:12:36.432120,-1
08:12:36.486310,-1
08:12:36.568684,-1
08:12:36.625101,-1
08:12:36.679524,-1
08:12:36.744196,-1
08:12:36.814336,-1
08:12:36.868537,-1
08:12:36.931310,-1
08:12:36.987070,-1
08:12:37.042286,-1
08:12:37.129016,-1
08:12:37.181520,-1
08:12:37.220607,-1
08:12:37.293825,-1
08:12:37.339604,-1
08:12:37.415231,-1
08:12:37.479623,-1
08:12:37.541917,-1
08:12:37.590085,-1
08:12:37.659402,-1
08:12:37.718398,-1
08:12:37.781787,-1
08:12:37.826495,-1
08:12:37.904781,-1
08:12:37.950543,-1
08:12:38.001612,-1
08:12:38.061736,-1
08:12:38.118388,-1
08:12:38.184973,-1
08:12:38.252712,-1
08:12:38.305902,-1
08:12:38.361812,-1
08:12:38.431325,-1
08:12:38.494935,-1
08:12:38.557261,-1
08:12:38.616104,-1
08:12:38.670392,-1
08:12:38.732453,-1
08:12:38.794494,-1
08:12:38.844477,-1
08:12:38.913336,-1
08:12:38.974367,-1
08:12:39.027905,-1
08:12:39.084677,-1
08:12:39.144383,0
08:12:39.207676,0
08:12:39.268591,0
08:12:39.335139,0
08:12:39.450615,0
08:12:39.503385,0
08:12:39.581258,1
